"Gene ID",Notes
DDB_G0289481,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X15388, however, the sequence from the Sequencing Center has been verified."
DDB_G0289483,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record L49527, however, the sequence from the Sequencing Center has been verified. An intron exists in the 5'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0289485,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AF014049 are identical."
DDB_G0289491,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 11-APR-2011 RD"
DDB_G0289521,"The short transcript (DDB0237693) is identical to the sequence in GenBank record AB292732. The intron of the longer splice variant (DDB0237692) is supported by ESTs. However, all ESTs contain a stop that ends the protein after residue 70, whereas the genomic sequence does not contain this stop codon. Currently the correct 2nd transcript cannot be represented in the curated model DDB0237692, which goes to next available stop codon in the genomic sequence. The correct coding sequence of this transcript, derived from the ESTs, is available on the community annotation page."
DDB_G0289527,"EST SSC208 indicates a different splice acceptor, however, the EST-supported gene model does not have an ORF, and RNAseq strongly supports the curated model. 06-APR-2011 PF"
DDB_G0289539,"Note this curated model does not contain a start codon, as the 5' stretch of genomic sequence corresponding to the 13 N-terminal residues is  highly different from protein derived from EST sequence dda28e13. The N-terminal sequence from EST is also very well conserved and supported by D. purpureum and D. fasciculatum orthologs. <b>The correct protein sequence, based on the EST in the N-terminal part, can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0289539"">community annotation</a> page.</b>"
DDB_G0289595,"Note that the 5' end of this curated model is not supported; 6 ESTs translate into a longer protein at the N-terminus; this sequence is available from the community annotation page."
DDB_G0289599,"The sequences from the Sequencing Center and GenBank records AY007806, X54062, and X54016 are identical."
DDB_G0289601,"There is a 20 nt difference between the sequence from GenBank record U23480 and the sequence from the Sequencing Center, resulting in 9 amino acid exchanges."
DDB_G0289649,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-JAN-2011 RD"
DDB_G0289651,"Note regarding this sequence: This gene is near the end of a chromosomal contig and is missing the 5' end."
DDB_G0289653,"The sequences from the Sequencing Center and GenBank record AF123275 are identical."
DDB_G0289655,"The sequences from the Sequencing Center and GenBank record AF482386 are identical."
DDB_G0289657,"The sequences from the Sequencing Center and GenBank record AF482383 are identical."
DDB_G0289659,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AJ314909, however, the sequence from the Sequencing Center has been verified. "
DDB_G0289661,"The coding sequence in GenBank record AJ271978 is 21 nt longer on the 5? end than the coding sequence from the Sequencing Center. There is also a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AJ271978, resulting in 1 amino acid substitution at position 88, with respect to the protein predicted by GenBank record AJ271978."
DDB_G0289663,"This gene is called <i>actH</i> in PMID 8643615 (Loomis, pers. comm.) PG 5-23-2003"
DDB_G0289665,"The Curated Model is based on GenBank record AY254473, which predicts 75 more nt in Exon 1 than the Sequencing Center Gene Prediction. The sequences from the Sequencing Center and GenBank record AY254473 are otherwise identical."
DDB_G0289667,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from GenBank record AY160093 are identical."
DDB_G0289691,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 RD"
DDB_G0289705,"Note, according to ESTs, this gene has a total of three transcripts, however, the two transcripts derived from the ESTs seem to result in just one protein sequence"
DDB_G0289739,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 RD"
DDB_G0289763,"The sequences from the Sequencing Center and GenBank record AJ812237 are identical."
DDB_G0289811,"This gene is called <i>actR</i> in PMID 8643615 (Loomis, pers. comm.) PG 5-23-2003"
DDB_G0289813,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AY282572, however, the sequence from the Sequencing Center has been verified."
DDB_G0289815,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AY282568 are identical."
DDB_G0289875,"There is a 2 nt difference between the sequence from GenBank record Y00145 and the sequence from the Sequencing Center, resulting in 1 amino acid exchange. However, the sequence from the Sequencing Center has been verified."
DDB_G0289877,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from GenBank record X06636 are identical."
DDB_G0289879,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF482964, resulting in 1 amino acid substitution at position 47."
DDB_G0289881,"There is a 10 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY191012 resulting in 1 amino acid substitution at position 88 and 1 amino acid insertion at position 147, with respect to the protein predicted by the Sequencing Center."
DDB_G0289883,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AY282573 are identical."
DDB_G0289885,"The sequences from the Sequencing Center and GenBank record AY392431 are identical."
DDB_G0289951,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-JAN-2011 PF"
DDB_G0289989,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-JAN-2011 RD"
DDB_G0290009,"The coding sequence in GenBank record AF253975 is 5 nt shorter on the 5' end than the coding sequence from the Sequencing Center. The sequences from the Sequencing Center and GenBank record AF253975 are otherwise identical."
DDB_G0290011,"The Curated Model is based on GenBank record AF234169, which is 159 nt shorter on the 5? end than the coding sequence from the Sequencing Center.  The sequences from the Sequencing Center and GenBank record AF234169 are otherwise identical."
DDB_G0290043,"Note, this gene has many (13) unresolved differences in comparison to AX4 reference sequence (private communication, G. Bloomfield) that result in changed residues and may cause frame shifts at the 3' end; therefore a curated model cannot be annotated at this time.","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-MAY-2011 PF"
DDB_G0290065,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 12-JAN-2011 RD"
DDB_G0290069,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from GenBank record AF20506 are identical."
DDB_G0290071,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AY392428, however, the sequence from the Sequencing Center has been verified."
DDB_G0290105,"This gene is located near the end of a chromosomal contig and is missing the 3' end. "
DDB_G0290113,"EST DDB0072217 (dds3d01 3') reads through intron; however this EST seems to be in reverse orientation. "
DDB_G0290133,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 19-NOV-2010 RD"
DDB_G0290135,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-JAN-2011 RD"
DDB_G0290137,"This gene is at the end of a contig and is missing the 3' end. 25-JAN-2011 PF","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 25-JAN-2011 PF"
DDB_G0290139,"Note regarding this sequence: The Curated Model starts 11 nt downstream compared to the Gene Prediction, which does not have a start codon."
DDB_G0290141,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record L35173 are identical."
DDB_G0290155,"This gene is at the end of a contig and does not have a start codon. 25-JAN-2011 PF","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 25-JAN-2011 PF"
DDB_G0290157,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record M59744, however, the sequence from the Sequencing Center has been verified."
DDB_G0290159,"The sequences from the Sequencing Center and GenBank record AJ507829 are identical."
DDB_G0290161,"One EST suggests the existence of a 5' intron in this gene"
DDB_G0290187,"The sequences from the Sequencing Center and GenBank record AY392430 are identical."
DDB_G0290195,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-DEC-2010 RD"
DDB_G0290239,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-DEC-2010 PF"
DDB_G0290247,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 13-DEC-2010 PF"
DDB_G0290255,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 19-JAN-2011 RD"
DDB_G0290257,"The sequences from the Sequencing Center and GenBank record D12883 are identical."
DDB_G0290259,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record D12884 are identical."
DDB_G0290261,"The sequences from the Sequencing Center and GenBank record AB016609 are identical."
DDB_G0290263,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AF138278 are identical."
DDB_G0290265,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AB050503, however, the sequence from the Sequencing Center has been verified."
DDB_G0290267,"The sequences from the Sequencing Center and GenBank record AY160104 are identical."
DDB_G0290273,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-FEB-2011 RD"
DDB_G0290383,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-FEB-2011 RD"
DDB_G0290437,"Note, the single EST VSA531 has 9 extra nucleotides that extend the C-terminal to SDDDDV* instead of the current SDV*"
DDB_G0290451,"Note: this gene was previously named shkD."
DDB_G0290453,"Note, the splice acceptor before the 3rd exon is non-consensus GT instead of AG"
DDB_G0290457,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-DEC-2010 RD"
DDB_G0290475,"Note this gene model seems cannot be reconciled with the ESTs, which do not have an ORF. Use with caution.","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 31-AUG-2010 PF"
DDB_G0290479,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U70317, however, the sequence from the Sequencing Center has been verified."
DDB_G0290481,"Note regarding this sequence: There is a stop codon in the AX4 genomic sequence that ends the protein after residue 1,279, reflected in the Curated Model. The full AX2 sequence is available from the <a href=""http://wiki.dictybase.org/dictywiki/index.php/TalA"">Community Annotation Page</a>."
DDB_G0290483,"The sequences from the Sequencing Center and GenBank record AY077634 are identical."
DDB_G0290485,"There is a 12 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF272150, resulting in 6 amino acid substitutions at positions 43, 46, 47, 260, 812, and 818, and 1 amino acid insertion at position 804."
DDB_G0290489,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-JAN-2011 PF"
DDB_G0290513,"Genomic context suggests there is a stop codon in what should be an open reading frame (ORF). An artificial 2 nt gap has been introduced in the curated model to create the best possible ORF. "
DDB_G0290519,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-APR-2011 RD"
DDB_G0290575,"There is an intron in the 5' untranslated region of this gene. "
DDB_G0290647,"The splice site for the curated model is 21 nt upstream from that of the Sequencing Center. "
DDB_G0290677,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 PF"
DDB_G0290685,"This gene spans two chromosomal contigs: the third intron was introduced to gap the sequence. "
DDB_G0290687,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AB079663 are identical."
DDB_G0290713,"The gene could be a pseudogene: there are frameshifts compared to other RTE-gag genes. "
DDB_G0290715,"This gene is near the end of a chromosomal contig and may be missing the 5' end."
DDB_G0290719,"Note regarding this sequence: There is a 1 nt deletion in the genomic sequence; EST DDB0129718 and the D. purpureum ortholog show there is no intron; an artificial 2 nt gap has been introduced to render the sequence in frame. <b>The corrected predicted protein sequence can be found in the Community Annotation page. </b>"
DDB_G0290723,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AF238312 are identical."
DDB_G0290729,"Note rearding this sequence: EST DDB0048539 suggests that the first intron is shorter; however there is no in frame ATG. "
DDB_G0290751,"Note regarding this sequence: This gene spans a contig; the third intron was created to close the gap in the sequence. "
DDB_G0290773,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 05-APR-2011 RD"
DDB_G0290777,"This gene's is located at the end of a contig and is missing its 5' end and start codon."
DDB_G0290779,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record AF081681 are identical."
DDB_G0290783,"Note regarding this sequence: ESTs and sequence similarity suggests that the gene is longer on the 5' end. The current model may be truncating 20 amino acids. However, the sequence does not contain an in-frame ATG. The sequence from the Sequencing Center has been verified."
DDB_G0290811,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-JUN-2011 PF"
DDB_G0290819,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 RD"
DDB_G0290833,"Note, the third intron of this gene model is uncharacteristically short at 51 nt; please use this gene model with caution! 23-AUG-2011 RD "
DDB_G0290839,"This gene is located near the end of a chromosomal contig and may be missing the 3' end."
DDB_G0290901,"The coding sequence from the Sequencing Center has an 18 nt insertion in a highly repetitive region compared to GenBank records AF474377 and AY160100, resulting in 6 amino acid insertions at positions 605-610, with respect to the protein predicted by the Sequencing Center."
DDB_G0290957,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X02407, however, the sequence from the Sequencing Center has been verified."
DDB_G0290959,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U82514, however, the sequence from the Sequencing Center has been verified."
DDB_G0290961,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record M18106, however, the sequence from the Sequencing Center has been verified."
DDB_G0290963,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from GenBank record AF245277 are identical."
DDB_G0291039,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from GenBank record AY484464 are identical."
DDB_G0291063,"Note there is a non consensus splice donor at the end of exon one, however, ESTs confirm the curated model for the cDNA"
DDB_G0291075,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF036170, however, the sequence from the Sequencing Center has been verified."
DDB_G0291077,"There is an intron in the 5' UTR of this gene. ","The sequences from the Sequencing Center and GenBank record AY044085 are identical."
DDB_G0291079,"The sequences from the Sequencing Center and GenBank record AF481923 are identical."
DDB_G0291081,"The sequences from the Sequencing Center and GenBank records AB056713 and AF358913 are identical."
DDB_G0291091,"There is an undefined nucleotide inserted in the genomic sequence that was removed from the gene model by the artificial 1 nt gap."
DDB_G0291117,"There is a 5 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY224390, resulting in 2 amino acid exchanges at positions 224 and 225."
DDB_G0291121,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X15387, however, the sequence from the Sequencing Center has been verified."
DDB_G0291123,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record M77492, however, the sequence from the Sequencing Center has been verified."
DDB_G0291125,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U95159, however, the sequence from the Sequencing Center has been verified."
DDB_G0291127,"The coding sequence from the Sequencing Center Gene Prediction and the coding sequence from Genbank record Z37109 are identical."
DDB_G0291143,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 12-JAN-2011 RD"
DDB_G0291225,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U43896, however, the sequence from the Sequencing Center has been verified."
DDB_G0291227,"The sequences from the Sequencing Center and GenBank record AF015566 are identical."
DDB_G0291231,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U16856, however, the sequence from the Sequencing Center has been verified."
DDB_G0291233,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record L21011, however, the sequence from the Sequencing Center has been verified."
DDB_G0291235,"The sequences from the Sequencing Center and GenBank record L09720 are identical."
DDB_G0291237,"The sequences from the Sequencing Center and GenBank record X54291 are identical."
DDB_G0291239,"Note that the coding sequence in the curated model does not start with an ATG and that there are several sequence differences, especially at the 5' end, to GenBank record U48271. This and overall sequence similarity suggest problems in the genomic sequence."
DDB_G0291241,"The sequences from the Sequencing Center and GenBank record AF509501 are identical."
DDB_G0291245,"The sequences from the Sequencing Center and GenBank record AF465308 are identical."
DDB_G0291247,"The sequences from the Sequencing Center and GenBank record AB042104 are identical."
DDB_G0291249,"There are several differences between the partial gene sequence from GenBank record AJ314910 and the sequence from the Sequencing Center, resulting in 5 amino acid exchanges and one insertion. "
DDB_G0291251,"The sequences from the Sequencing Center and GenBank record AF231987 are identical. The Sequencing Center predicts a fifth exon that is not present in the mRNA or the ESTs."
DDB_G0291253,"The sequences from the Sequencing Center and GenBank record AB007027 are identical."
DDB_G0291255,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record M16346, however, the sequence from the Sequencing Center has been verified."
DDB_G0291308,"A 1 nt artificial gap has been introduced in the curated model to create an open reading frame in what appears to be coding region but has been an intron in the gene prediction; the gap deletes a T nucleotide in the first quarter of what is now a large 2nd exon, and translates to be located after a Lys residue at position 437. 09-MAY-2011 PF"
DDB_G0291380,"Note, the second intron of this gene model is uncharacteristically short at 59 nt; please use this gene model with caution! 26-AUG-2011 RD "
DDB_G0291420,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-JAN-2011 RD"
DDB_G0291422,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-JAN-2011 RD"
DDB_G0291498,"Note there is a non-consensus splice acceptor before exon two, likely the result of an insertion of an erronous G in the genomic sequence (AGGA instead of AGA)"
DDB_G0291544,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-MAY-2011 RD"
DDB_G0291606,"The sequences from the Sequencing Center and the partial sequence in GenBank record AF015565 are identical."
DDB_G0291626,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 19-JAN-2011 RD"
DDB_G0291638,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-DEC-2010 PF"
DDB_G0291648,"The sequences from the Sequencing Center and GenBank record AY466389 are identical."
DDB_G0291710,"The sequences from the Sequencing Center and GenBank record AY232272 are identical."
DDB_G0291714,"The sequences from the Sequencing Center and GenBank record AF466306 are identical."
DDB_G0291728,"<b>Nomenclature conflict:</b> Do not confuse this gene with arcB, the 34 kDa component of   	the Arp2/Arp3 complex."
DDB_G0291744,"An artificial 1 nt gap has been introduced in the curated model to create the best possible open reading frame; unpublished AX4 reference sequence (private communication G. Bloomfield) shows there is a 1 nt insertion in the chromosomal sequence in a string of 7 A's, leading to a frame shift; thus the resulting protein sequence of the curated model should be correct."
DDB_G0291788,"There is a 7 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AJ534950, resulting in 3 amino acids substitutions at positions 191, 852 and 1175."
DDB_G0291834,"The sequences from the Sequencing Center and GenBank record AB189918 are identical."
DDB_G0291844,"This curated model does not have a start codon, however, AX4 reference sequence (private communication G. Bloomfield) shows there should be an ATG instead of AGG at the start; consequently, the first residue in the curated model is an Arg residue where there should be a Met. 24-MAY-2011 PF"
DDB_G0291856,"The Curated Model is based on the Sequencing Center Gene Prediction, which predicts 6 exons, whereas GenBank record U20608 has only 3 exons. There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U20608, however, the sequence from the Sequencing Center has been verified."
DDB_G0291858,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U38803, however, the sequence from the Sequencing Center has been verified."
DDB_G0291860,"There is an 18-nt gap in the sequence from GenBank record X16525 compared to the sequence from the Sequencing Center in a repetitive region of the sequence; sequences are otherwise identical."
DDB_G0291862,"The sequences from the Sequencing Center and GenBank record L08391 are identical."
DDB_G0291898,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-FEB-2011 RD"
DDB_G0291936,"There is a non-consensus splice donor at the 2nd intron, which is GGaa in the genomic sequence, but GTaa in unpublished AX4 reference sequence (private communication G. Bloomfield); the protein sequence is not affected. 06-MAY-2011 PF"
DDB_G0291952,"Note, there are several sequence differences compared to ESTS, e.g translation of EST SSH841 results in several aa changes in residues 152-175, and aligns better to orthologs DPU1257962 and DFA1544326, as well as to parts of the longer Dd TPP1 proteins."
DDB_G0291966,"One ESTshows there is an intron in the 5'UTR of this gene"
DDB_G0291970,"The sequences from the Sequencing Center and GenBank record D37981 are identical."
DDB_G0291972,"The sequences from the Sequencing Center and GenBank record AF020287 are identical."
DDB_G0291974,"The Curated Model is based on the Sequencing Center Gene Prediction, which predicts 3 exons, whereas GenBank record AF020409 has only 1 exon. There is also a 3 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF020409, resulting in 2 amino acid substitutions at positions 1717 and 1776, with respect to the protein predicted by the Sequencing Center."
DDB_G0291976,"The sequences from the Sequencing Center and GenBank record L11594 are identical."
DDB_G0291978,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record Y10159, however, the sequence from the Sequencing Center has been verified."
DDB_G0291980,"abcA12 published in PMID 12456012 resulted from a misassembly of early sequencing data; this locus corresponds to abcA9."
DDB_G0291982,"The sequences from the Sequencing Center and GenBank record AB053203 are identical."
DDB_G0291984,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AF310889, however, the sequence from the Sequencing Center has been verified."
DDB_G0291986,"Note there is a non-consensus splice donor at the end of exon one suggesting a problem in the genomic sequence"
DDB_G0291988,"The sequences from the Sequencing Center and GenBank record AF311910 are identical."
DDB_G0291990,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AB038152, resulting in 1 amino acid substitution at position 101. The position of Exon 2 in the Gene Prediction from the Sequencing Center is different than that of GenBank record AB038152, however, data from the ESTs supports Exon 2 and the sequence of  GenBank record AB038152."
DDB_G0291992,"There is a 36 nt deletion in the sequence from GenBank record U66909 compared to the sequence from the Sequencing Center, resulting in a 12 amino acid deletion in the predicted protein between residues 92 and 108."
DDB_G0291994,"The sequences from the Sequencing Center and GenBank record AF491005 are identical."
DDB_G0292024,"An intron exists in the 5'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0292032,"Due to 2 frame shifts and one premature stop codon, 3 artificial gaps have been introduced in this curated model to provide the best open reading frame, based on AX4 reference sequence (personal communication, G. Bloomfield), RNAseq expression, and the D. purpureum ortholog; use with caution!  25-MAY-2011 PF"
DDB_G0292034,"An intron exists in the 5'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0292092,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 14-JAN-2011 RD"
DDB_G0292110,"One EST (ddx5n12.5) provides evidence for an alternative gene model, however, this does not produce a reasonable coding sequence."
DDB_G0292112,"An intron exists in the 5'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0292124,"An artificial 2 nt gap has been introduced in the curated model to compensate for a frame shift in the genomic sequence; as a result and based on high similarity to other Dictyostelids, a leucine residue is missing in position 381. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0292124"">community annotation</a> page.</b>"
DDB_G0292128,"An artificial gap has been introduced at the end of the second exon in the curated model to provide the best open reading frame; this deletion of a T-residue has been verified by unpublished sequencing data, private communication, G. Bloomfield."
DDB_G0292166,"This gene is located at the end of a contig, and the 5' end seems to be missing."
DDB_G0292170,"An artificial 2 nt gap has been introduced in the curated model to provide the best open reading frame; this change is based on orthologs in D. purpureum, D. fasciculatum, and P. pallidum, however, the exact position of the gap cannot be confirmed; use with caution!"
DDB_G0292188,"The splice variant producing the shorter ORF contains an intron in the 5' UTR; this alternative transcript is supported by 5 independent ESTs."
DDB_G0292206,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record M82822, however, the sequence from the Sequencing Center has been verified."
DDB_G0292210,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 PF"
DDB_G0292214,"EST DDB0103887 is in conflict with first intron, but there is no other ATG. "
DDB_G0292262,"The sequences from the Sequencing Center and GenBank record AB017910 are identical."
DDB_G0292264,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF044255, however, the sequence from the Sequencing Center has been verified."
DDB_G0292266,"Note regarding this sequence: Sequence from Sequencing Center has a 5' intron that is not present in the sequence in Genbank AF238311. However there are many ESTs confirming the presence of this exon. Sequences are otherwise identical."
DDB_G0292268,"The sequences from the Sequencing Center and GenBank record U02926 are identical."
DDB_G0292270,"The sequences from the Sequencing Center and GenBank record AY221644 are identical."
DDB_G0292330,"At the translation start, the genomic sequence contains a GGG instead of an ATG as derived from unpublished AX4 reference sequence (Gareth Bloomfield, private communication); this results in a Gly residue in place of a Met at the beginning of the protein sequence. 09-MAY-2011 PF"
DDB_G0292378,"The Curated Model is based on GenBank record AB025583, which predicts 1 exon, whereas the Sequencing Center Gene Prediction has 7 exons.  The sequences from the Sequencing Center and GenBank record AB025583 are otherwise identical."
DDB_G0292380,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AB025584, however, the sequence from the Sequencing Center has been verified.","There is one amino acid discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record HB909215.","There is one amino acid discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record HC966624."
DDB_G0292382,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record L16579, however, the sequence from the Sequencing Center has been verified."
DDB_G0292384,"The sequences from the Sequencing Center and GenBank record AF482960 are identical.","This gene contains an intron in the 5' UTR region. "
DDB_G0292386,"The sequences from the Sequencing Center and GenBank record AF388524 are identical."
DDB_G0292388,"The sequences from the Sequencing Center and GenBank record D50338 are identical."
DDB_G0292390,"The sequences from the Sequencing Center and GenBank record AY191011 are identical.","Gene name according to standard nomenclature for autophagy genes, see PMID: 14536056."
DDB_G0292392,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY184994, resulting in 1 amino acid substitution at position 533."
DDB_G0292434,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-APR-2011 PF"
DDB_G0292450,"Note, the gene structure of this gene has recently been improved and exon 2 and 3 have been merged, resulting in 586 AA. The gene model displayed above has not been updated. To see the new curated model go to the legacy Gbrowse from the Tools dropdown, and search for the Gene ID."
DDB_G0292484,"There is a non-consensus splice acceptor at the 1st intron, which is GgG in the genomic sequence, but AgG in unpublished AX4 reference sequence (private communication G. Bloomfield); the protein sequence is not affected. 04-MAY-2011 PF"
DDB_G0292534,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-JAN-2011 RD"
DDB_G0292546,"Note, the genomic sequence has many differences (13) compared to ESTs and AX4 reference sequence (private communication G. Bloomfield), in the coding sequence and in splice sites that render two of those non-consensus (splice donor and splice acceptor, 2nd intron). <b>The cDNA and protein sequence derived from the alternative sequences can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0292546"">community annotation</a> page.</b> 26-MAY-2011 PF"
DDB_G0292552,"The sequences from the Sequencing Center and GenBank record D29628 are identical."
DDB_G0292554,"The sequences from the Sequencing Center and GenBank record AF466308 are identical."
DDB_G0292556,"The sequences from the Sequencing Center and GenBank record AF310896 are identical."
DDB_G0292558,"The sequences from the Sequencing Center and GenBank record AF310896 are identical."
DDB_G0292560,"The sequences from the Sequencing Center and GenBank record AF310896 are identical."
DDB_G0292562,"The sequences from the Sequencing Center and GenBank record AF310896 are identical."
DDB_G0292564,"The sequences from the Sequencing Center and GenBank record AJ277590 are identical."
DDB_G0292566,"There is a discrepancy between the sequence from the Sequencing Center and the partial sequence in GenBank record X95897 resulting in 1 deletion and 7 amino acid substitutions."
DDB_G0292570,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-MAY-2011 RD"
DDB_G0292614,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-FEB-2011 PF"
DDB_G0292642,"There are a couple of ESTs in the 5' end that seem to contradict the first intron, however, RNAseq expression and the P. pallidum ortholog strongly support this intron."
DDB_G0292704,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-APR-2011 PF"
DDB_G0292728,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-APR-2011 PF","This gene is a fragment located at the end of a contig and might be missing a large part at the 3' end. 26-APR-2011 PF"
DDB_G0292734,"Note, this gene extends beyond the end of a chromosomal contig, and the gene model is missing the 5' end."
DDB_G0292736,"The sequences from the Sequencing Center and GenBank records M95783 and AY392433 are identical."
